,task_name,run_name,rmt,eval_token_accuracy,eval_token_accuracy,eval_token_accuracy,eval_exact_match,eval_exact_match,eval_exact_match,run_path,lr,mem_size,modification
,,,first,mean,std,list,mean,std,list,first,,,
71,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.25_bs_64_lr_3e-04,True,0.3813995899429471,0.2392810594746394,"[0.21220233017892803, 0.5505968497069662]",0.0006680245419661899,0.00019607210818202593,"[0.0005293806246691371, 0.0008066684592632429]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.25_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
60,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-64_0.5_bs_64_lr_1e-04,True,0.22140332612607744,0.00046818805854394977,"[0.2217343850771444, 0.22107226717501044]",0.0006024096385542169,0.0008519358809476477,"[0.0, 0.0012048192771084338]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-64_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
63,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-64_0.5_bs_64_lr_1e-04,True,0.2742214747351196,0.038976253137437626,"[0.3017818476338452, 0.246661101836394]",0.0005979438006194755,0.00027766297840787775,"[0.0007942811755361397, 0.00040160642570281126]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-64_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
70,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-64_0.5_bs_64_lr_3e-04,True,0.22059273220850514,0.0002019601850235334,"[0.2204499247921453, 0.22073553962486497]",0.0005979438006194755,0.00027766297840787775,"[0.0007942811755361397, 0.00040160642570281126]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-64_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
64,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04,True,0.6771826113869331,0.007653502913227896,"[0.6825944551967076, 0.6717707675771587]",0.0004079967360261118,0.0005769945174920829,"[0.0, 0.0008159934720522236]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04/run_1,1e-04,8,reconstruct
62,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-32_0.5_bs_64_lr_1e-04,True,0.23721425606290353,0.012149280439600809,"[0.24580509464828232, 0.2286234174775247]",0.00040160642570281126,0.0005679572539650984,"[0.0, 0.0008032128514056225]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-32_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
73,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.75_bs_64_lr_3e-04,True,0.7383051781303938,0.21266881402167165,"[0.8886847386720186, 0.587925617588769]",0.00040032025620496394,0.0005661383356177322,"[0.0008006405124099279, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.75_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
75,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.75_bs_64_lr_5e-04,True,0.5118031963931818,0.10262407054714458,"[0.5843693725900344, 0.43923702019632926]",0.00040032025620496394,0.0005661383356177322,"[0.0008006405124099279, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.75_bs_64_lr_5e-04/run_1,5e-04,8,reconstruct
74,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.25_bs_64_lr_5e-04,True,0.5316775345322846,0.10225490596637264,"[0.4593723971138697, 0.6039826719506994]",0.00039913505554510905,0.00018419505029420297,"[0.0005293806246691371, 0.00026888948642108095]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.25_bs_64_lr_5e-04/run_1,5e-04,8,reconstruct
59,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-32_0.5_bs_64_lr_1e-04,True,0.23083459353171615,0.004077352539133699,"[0.22795146990200654, 0.23371771716142578]",0.0003971405877680699,0.0005616416053904269,"[0.0007942811755361397, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-32_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
66,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-32_0.5_bs_64_lr_3e-04,True,0.22765472674216064,0.0004856504346239932,"[0.22799813345776948, 0.22731132002655183]",0.0003971405877680699,0.0005616416053904269,"[0.0007942811755361397, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-32_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
68,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-16_0.5_bs_64_lr_3e-04,True,0.23990230749134261,0.0014970165245800442,"[0.23884375695526375, 0.24096085802742148]",0.00020080321285140563,0.0002839786269825492,"[0.0, 0.00040160642570281126]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-16_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
58,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-16_0.5_bs_64_lr_1e-04,True,0.24021776966301464,0.00012811968048645912,"[0.2401271753681392, 0.24030836395789007]",0.00019857029388403494,0.00028082080269521345,"[0.0003971405877680699, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-16_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
67,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-64_0.5_bs_64_lr_3e-04,True,0.22089150951680375,3.579259886551266e-05,"[0.22086620032742968, 0.22091681870617785]",0.00019857029388403494,0.00028082080269521345,"[0.0003971405877680699, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-64_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
69,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-32_0.5_bs_64_lr_3e-04,True,0.22792732121258058,0.001333353465149546,"[0.22698449793565476, 0.2288701444895064]",0.00019857029388403494,0.00028082080269521345,"[0.0003971405877680699, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-32_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
61,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-16_0.5_bs_64_lr_1e-04,True,0.2402383011787071,8.362751743479354e-05,"[0.24017916759403515, 0.24029743476337903]",0.0,0.0,"[0.0, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-16_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
65,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-16_0.5_bs_64_lr_3e-04,True,0.23968748506162413,0.000995284520044118,"[0.23898371262829093, 0.24039125749495732]",0.0,0.0,"[0.0, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-16_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
72,N64-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04,True,0.7007302039937218,0.02986457195239572,"[0.7218476453384944, 0.6796127626489492]",0.0,0.0,"[0.0, 0.0]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N64-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
50,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_2-16_0.5_bs_64_lr_1e-04,True,0.9999444190820981,2.708650428197667e-07,"[0.9999442275515895, 0.9999446106126066]",0.9995983935742971,0.0005679572539650505,"[1.0, 0.9991967871485944]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_2-16_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
48,N4-K2V2-V62_1M,original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_256_lr_1e-04,True,0.9997,0.00042426406871199957,"[1.0, 0.9994]",0.9994000000000001,0.0008485281374238814,"[1.0, 0.9988]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_256_lr_1e-04/run_1,1e-04,8,-
56,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-05-continue_2-16_0.5_bs_64_lr_5e-05,True,0.9999304759699954,1.9989403280074395e-05,"[0.9999163413273843, 0.9999446106126066]",0.9992034859054965,0.000558483781103066,"[0.9988085782366958, 0.9995983935742971]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-05-continue_2-16_0.5_bs_64_lr_5e-05/run_1,5e-05,8,continue
51,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04,True,0.999945532398307,1.1074029088859553e-06,"[0.9999447493462006, 0.9999463154504133]",0.9989941490472015,0.0003084954933026647,"[0.9992122883024813, 0.9987760097919217]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04/run_1,1e-04,8,reconstruct
57,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-05-reconstruct_0.5_bs_64_lr_5e-05,True,0.9999276375484447,2.419973646282681e-05,"[0.9999447493462006, 0.999910525750689]",0.9983892243867957,0.0006069918693270511,"[0.9988184324537219, 0.9979600163198694]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-05-reconstruct_0.5_bs_64_lr_5e-05/run_1,5e-05,8,reconstruct
52,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_256_lr_1e-04,True,0.99805,0.0009192388155425676,"[0.9974, 0.9987]",0.9963,0.0021213203435596836,"[0.9948, 0.9978]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_256_lr_1e-04/run_1,1e-04,8,-
54,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_2-16_0.5_bs_64_lr_3e-04,True,0.999598426941398,0.0005679100657584771,"[1.0, 0.9991968538827961]",0.9941767068273093,0.00823538018249396,"[1.0, 0.9883534136546185]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_2-16_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
55,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04,True,0.9997245297831094,0.000313652298641194,"[0.9995027441158054, 0.9999463154504133]",0.9940709509377096,0.006653958043390409,"[0.9893658920834975, 0.9987760097919217]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
49,N4-K2V2-V62_1M,original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_64_lr_1e-04,True,0.9690000000000001,0.02913279938488573,"[0.9484, 0.9896]",0.9418,0.05289158723275374,"[0.9044, 0.9792]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H2D128_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
53,N4-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_64_lr_1e-04,True,0.96485,0.001909188309203625,"[0.9635, 0.9662]",0.9360999999999999,0.010606601717798262,"[0.9286, 0.9436]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N4-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_bs_64_lr_1e-04/run_1,1e-04,8,-
33,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_from_N8_bs_64_lr_1e-04,True,0.8309,0.0009899494936611753,"[0.8302, 0.8316]",0.6882,0.0014142135623730963,"[0.6872, 0.6892]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_from_N8_bs_64_lr_1e-04/run_1,1e-04,8,-
36,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-64_0.5_bs_64_lr_3e-04,True,0.9046836572537339,0.058176458205761034,"[0.9458206253564433, 0.8635466891510245]",0.5766082598862488,0.017467279486519948,"[0.5889594916600477, 0.5642570281124498]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-64_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
39,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-64_0.5_bs_64_lr_3e-04,True,0.8399763224566311,0.1618927053485669,"[0.7255008926800238, 0.9544517522332384]",0.5360447349365691,0.227892058697424,"[0.374900714853058, 0.6971887550200804]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-64_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
30,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-64_0.5_bs_64_lr_1e-04,True,0.9442510721984507,0.0030306948121063297,"[0.9421080473451034, 0.946394097051798]",0.3746340405306692,0.19358184669776587,"[0.511517077045274, 0.23775100401606425]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-64_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
27,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-64_0.5_bs_64_lr_1e-04,True,0.8990301800248884,0.041518809577503854,"[0.8696719482258425, 0.9283884118239344]",0.34872532225805525,0.273570212572613,"[0.15528196981731532, 0.5421686746987951]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-64_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
32,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_from_N8_bs_64_lr_1e-04,True,0.8213409953917302,0.028370222560583226,"[0.8414017721480902, 0.8012802186353702]",0.17851673019620964,0.22822701121931083,"[0.3398975974793226, 0.017135862913096694]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_from_N8_bs_64_lr_1e-04/run_1,1e-04,8,reconstruct
41,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04,True,0.8764363270995434,0.15804178848760764,"[0.7646839067491061, 0.9881887474499809]",0.08506024901781094,0.11973636149688552,"[0.00039385584875935406, 0.1697266421868625]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
40,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.25_bs_64_lr_3e-04,True,0.9577280386728937,0.003352596321967012,"[0.9600986822667376, 0.9553573950790497]",0.016391760736469658,0.021309807197028595,"[0.0013234515616728428, 0.03146006991126647]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.25_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
38,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-32_0.5_bs_64_lr_3e-04,True,0.6311154659954468,0.04494640307104772,"[0.6628973723969285, 0.5993335595939651]",0.016302860369197203,0.017944110953907643,"[0.028991262907069104, 0.0036144578313253013]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-32_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
26,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-32_0.5_bs_64_lr_1e-04,True,0.308409831848492,0.009013998416323917,"[0.31478369125427946, 0.3020359724427046]",0.00797853845883933,0.0021960412329643368,"[0.009531374106433678, 0.00642570281124498]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-32_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
29,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-32_0.5_bs_64_lr_1e-04,True,0.32292683162517155,0.015157560239056763,"[0.3336448452564522, 0.31220881799389094]",0.007184257283303189,0.001072758022183482,"[0.007942811755361398, 0.00642570281124498]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-32_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
25,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-16_0.5_bs_64_lr_1e-04,True,0.28833780657041486,0.005036031804849784,"[0.29189881880989527, 0.28477679433093445]",0.005990602601031609,4.7367364310035734e-05,"[0.005957108816521049, 0.006024096385542169]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_4-16_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
28,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-16_0.5_bs_64_lr_1e-04,True,0.29555563111744626,8.518553698730485e-05,"[0.295615866388309, 0.2954953958465835]",0.004986586536774581,0.0013725257706027106,"[0.005957108816521049, 0.004016064257028112]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-continue_8-16_0.5_bs_64_lr_1e-04/run_1,1e-04,8,continue
37,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-16_0.5_bs_64_lr_3e-04,True,0.2664133864162671,0.03688958236887705,"[0.2924982602644398, 0.24032851256809445]",0.0043707793844161395,0.005613258229616933,"[0.008339952343129467, 0.00040160642570281126]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_8-16_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
35,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-32_0.5_bs_64_lr_3e-04,True,0.39550477099771714,0.040116996028911805,"[0.42387177093059447, 0.3671377710648398]",0.003197220972850895,0.0005900620239764488,"[0.0027799841143764893, 0.0036144578313253013]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-32_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
34,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-16_0.5_bs_64_lr_3e-04,True,0.25369918779710904,0.017894905703887364,"[0.26635279696902164, 0.24104557862519646]",0.0017915984828910558,0.0013977883649013958,"[0.0027799841143764893, 0.0008032128514056225]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_4-16_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
43,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.25_bs_64_lr_5e-04,True,0.9621351124901512,0.005442685284433093,"[0.9582865528176643, 0.965983672162638]",0.001737283726520745,0.0005852470600741221,"[0.0013234515616728428, 0.0021511158913686476]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.25_bs_64_lr_5e-04/run_1,5e-04,8,reconstruct
42,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.75_bs_64_lr_3e-04,True,0.9869645340748935,0.011270680331270233,"[0.9949341085657205, 0.9789949595840665]",0.0012051712567464974,0.0005601838061978045,"[0.0016012810248198558, 0.0008090614886731392]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.75_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
44,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.75_bs_64_lr_5e-04,True,0.9901476052221847,0.00171157219998012,"[0.9889373409130884, 0.991357869531281]",0.0008048510005415335,5.954529419927707e-06,"[0.0008006405124099279, 0.0008090614886731392]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr5e-04-reconstruct_0.75_bs_64_lr_5e-04/run_1,5e-04,8,reconstruct
31,N32-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04,True,0.9790739378155788,0.0096450557400637,"[0.9858940221343001, 0.9722538534968576]",0.00059785421677241,0.0002684990241894037,"[0.0007877116975187081, 0.0004079967360261118]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N32-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04/run_1,1e-04,8,reconstruct
19,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_from_N8_bs_64_lr_1e-04,True,0.9652499999999999,0.0003535533905933526,"[0.965, 0.9655]",0.9311,0.00014142135623729392,"[0.931, 0.9312]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_from_N8_bs_64_lr_1e-04/run_1,1e-04,8,-
18,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04_from_N4_bs_64_lr_1e-04,True,0.9276,0.0012727922061358025,"[0.9267, 0.9285]",0.8611,0.0007071067811865089,"[0.8616, 0.8606]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04_from_N4_bs_64_lr_1e-04/run_1,1e-04,8,-
21,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04,True,0.9959203644436585,0.005391340220109088,"[0.9997326176729815, 0.9921081112143356]",0.8229870246110895,0.2297252880424008,"[0.985427333595904, 0.660546715626275]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-reconstruct_0.5_bs_64_lr_3e-04/run_1,3e-04,8,reconstruct
22,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04_from_N4_bs_64_lr_3e-04,True,0.8836999999999999,0.001979898987322311,"[0.8851, 0.8823]",0.7807,0.0029698484809835258,"[0.7828, 0.7786]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04_from_N4_bs_64_lr_3e-04/run_1,3e-04,8,-
15,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_from_N8_bs_64_lr_1e-04,True,0.8139488324645886,0.00018571850633611163,"[0.8140801552798107, 0.8138175096493665]",0.6378231935940495,0.004214741559144043,"[0.6408034659314691, 0.63484292125663]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_from_N8_bs_64_lr_1e-04/run_1,1e-04,8,reconstruct
14,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04,True,0.9865678952021031,0.009609401676494028,"[0.9797730221135087, 0.9933627682906974]",0.33695846226849724,0.29606443162540735,"[0.12760929499803073, 0.5463076295389637]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr1e-04-reconstruct_0.5_bs_64_lr_1e-04/run_1,1e-04,8,reconstruct
20,N16-K2V2-V62_1M,original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_2-16_0.5_bs_64_lr_3e-04,True,0.6259050156341411,0.11480314921852555,"[0.7070831009481316, 0.5447269303201506]",0.16642248102816348,0.07860072765944076,"[0.22200158856235108, 0.1108433734939759]",/workspace-SR006.nfs2/bulatov/rmt/runs/test-time/N16-K2V2-V62_1M/original_rmt_llama_L4H4D128_mem8_lr3e-04-continue_2-16_0.5_bs_64_lr_3e-04/run_1,3e-04,8,continue
