task_name,folder_tag,base_model,n_layer,n_head,n_embd,state_size,conv_type,num_memory_vectors,read_mode,write_config,pairs_per_segment,learning_rate,avg_em,std_em,all_ems,n_runs
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,41.81,39.79,"(13.78, 98.08, 13.58)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,12.88,0.59,"(12.48, 12.44, 13.72)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,1,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,99.71,0.05,"(99.7, 99.66, 99.78)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,26.1,31.89,"(2.96, 4.14, 71.2)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,11.47,0.61,"(10.62, 12.0, 11.78)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,63.74,35.91,"(85.5, 13.12, 92.6)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,85.24,19.73,"(57.34, 99.16, 99.22)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,80.71,16.01,"(58.22, 89.7, 94.2)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,87.51,17.25,"(63.12, 99.8, 99.62)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,13.01,0.23,"(13.08, 13.26, 12.7)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,42.63,21.53,"(50.92, 13.12, 63.86)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,81.09,5.38,"(74.32, 87.48, 81.46)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,94.94,6.24,"(99.74, 98.96, 86.12)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,96.55,1.99,"(98.84, 96.82, 93.98)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,96.39,2.77,"(93.0, 99.78, 96.4)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,37.63,35.56,"(12.58, 12.38, 87.92)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,91.02,1.52,"(90.28, 93.14, 89.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,92.41,1.95,"(93.6, 89.66, 93.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,99.31,0.36,"(99.04, 99.06, 99.82)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,88.81,8.05,"(94.52, 94.48, 77.42)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,2,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,99.68,0.2,"(99.7, 99.92, 99.42)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,64,4.0,ck2,-1,N/A,N/A,-1,0.001,59.95,33.16,"(13.34, 78.8, 87.72)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,64,4.0,ck4,-1,N/A,N/A,-1,0.001,12.85,0.61,"(13.7, 12.34, 12.5)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,64,16.0,ck2,-1,N/A,N/A,-1,0.001,94.53,0.29,"(94.2, 94.9, 94.48)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,64,16.0,ck4,-1,N/A,N/A,-1,0.001,95.49,3.51,"(96.12, 99.44, 90.92)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,64,32.0,ck2,-1,N/A,N/A,-1,0.001,95.84,1.81,"(94.48, 98.4, 94.64)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,64,32.0,ck4,-1,N/A,N/A,-1,0.001,99.55,0.18,"(99.5, 99.8, 99.36)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,4.0,ck2,-1,N/A,N/A,-1,0.001,62.96,35.57,"(86.72, 89.48, 12.68)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,4.0,ck4,-1,N/A,N/A,-1,0.001,34.88,44.9,"(3.04, 3.22, 98.38)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,98.05,2.36,"(94.72, 99.72, 99.72)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,98.38,1.43,"(99.12, 99.64, 96.38)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck2,-1,N/A,N/A,-1,0.001,98.06,2.28,"(99.8, 99.54, 94.84)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.0003,87.55,11.19,"(76.36, 98.74)",2
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.05,1.09,"(99.76, 99.88, 97.52)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,256,4.0,ck2,-1,N/A,N/A,-1,0.001,92.53,2.08,"(93.74, 89.6, 94.24)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,256,4.0,ck4,-1,N/A,N/A,-1,0.001,17.07,5.52,"(24.88, 13.36, 12.98)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,256,16.0,ck2,-1,N/A,N/A,-1,0.001,95.24,1.44,"(97.26, 94.44, 94.02)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,256,16.0,ck4,-1,N/A,N/A,-1,0.001,98.77,0.84,"(98.28, 98.08, 99.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,256,32.0,ck2,-1,N/A,N/A,-1,0.001,96.51,4.63,"(99.88, 99.7, 89.96)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,256,32.0,ck4,-1,N/A,N/A,-1,0.001,99.56,0.31,"(99.12, 99.74, 99.82)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,88.61,7.43,"(85.84, 98.78, 81.22)",3
N8-K2V2-V62_1M,recurrent_baselines,mamba2,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,65.66,37.53,"(13.12, 98.46, 85.4)",3
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0001,2.89,0.01,"(2.88, 2.9)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0003,2.41,0.21,"(2.2, 2.62)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0001,2.95,0.19,"(2.76, 3.14)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0003,1.47,0.85,"(2.32, 0.62)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0001,2.6,0.3,"(2.3, 2.9)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0003,2.44,0.02,"(2.46, 2.42)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0001,2.97,0.11,"(2.86, 3.08)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0003,2.7,0.12,"(2.58, 2.82)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0001,2.85,0.29,"(2.56, 3.14)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0003,2.83,0.05,"(2.78, 2.88)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0001,3.33,0.09,"(3.42, 3.24)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0003,2.87,0.19,"(3.06, 2.68)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0001,2.92,0.08,"(2.84, 3.0)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0003,3.36,0.72,"(2.64, 4.08)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0001,3.12,0.04,"(3.08, 3.16)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0003,2.6,0.18,"(2.42, 2.78)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0001,3.88,0.98,"(4.86, 2.9)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0003,2.9,0.02,"(2.88, 2.92)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0001,2.86,0.04,"(2.9, 2.82)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0003,2.34,0.1,"(2.24, 2.44)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0001,2.83,0.07,"(2.76, 2.9)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0003,2.77,0.01,"(2.78, 2.76)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0001,2.83,0.07,"(2.76, 2.9)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0003,1.55,0.83,"(2.38, 0.72)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0001,3.0,0.06,"(2.94, 3.06)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0003,3.82,0.7,"(4.52, 3.12)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0001,4.18,1.1,"(3.08, 5.28)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0003,2.97,0.03,"(3.0, 2.94)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0001,5.03,0.93,"(5.96, 4.1)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0003,2.75,0.07,"(2.82, 2.68)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0001,3.1,0.1,"(3.2, 3.0)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0003,3.82,1.12,"(2.7, 4.94)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0001,4.37,0.13,"(4.24, 4.5)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0003,4.14,1.28,"(2.86, 5.42)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0001,4.5,1.3,"(5.8, 3.2)",2
N8-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0003,5.78,2.98,"(2.8, 8.76)",2
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0001,5.52,0.0,"(5.52,)",1
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0003,2.56,0.0,"(2.56,)",1
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,5.95,0.03,"(5.92, 5.98)",2
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,15.05,12.15,"(27.2, 2.9)",2
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,8,0.0001,9.59,0.35,"(9.24, 9.94)",2
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,8,0.0003,3.12,0.1,"(3.02, 3.22)",2
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,8,0.0001,77.88,0.0,"(77.88,)",1
N8-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,8,0.0003,24.58,0.0,"(24.58,)",1
N8-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,99.7,0.16,"(99.54, 99.86)",2
N8-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,100.0,0.0,"(100.0, 100.0)",2
N8-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,93.5,10.74,"(99.96, 74.9, 100.0, 99.14)",4
N8-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,100.0,0.0,"(100.0, 100.0)",2
N8-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,99.93,0.07,"(99.86, 100.0)",2
N8-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,100.0,0.0,"(100.0, 100.0)",2
N8-K2V2-V62_1M,rmmv5p4,llama,2,4,128,16.0,ck2,16,unpool,pool,1,0.0001,65.97,3.79,"(69.76, 62.18)",2
N8-K2V2-V62_1M,rmmv5p4,llama,2,4,128,16.0,ck2,16,unpool,pool,1,0.0003,39.22,28.02,"(11.2, 67.24)",2
N8-K2V2-V62_1M,rmmv5p4,llama,2,4,128,16.0,ck4,16,unpool,pool,1,0.0001,88.37,3.55,"(91.92, 84.82)",2
N8-K2V2-V62_1M,rmmv5p4,llama,2,4,128,16.0,ck4,16,unpool,pool,1,0.0003,65.73,1.75,"(67.48, 63.98)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,1,128,16.0,ck2,16,unpool,pool,1,0.0001,99.1,0.08,"(99.18, 99.02)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,1,128,16.0,ck2,16,unpool,pool,1,0.0003,12.82,1.44,"(14.26, 11.38)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,1,128,16.0,ck4,8,unpool,pool,1,0.0001,0.0,0.0,"(0.0,)",1
N8-K2V2-V62_1M,rmmv5p4,llama,4,1,128,32.0,ck4,1,unpool,pool,1,0.0003,17.46,9.92,"(27.38, 7.54)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,1,128,32.0,ck4,2,unpool,pool,1,0.0003,11.64,0.3,"(11.94, 11.34)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,identity,identity,8,0.0001,53.78,2.8,"(56.58, 50.98)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,identity,identity,8,0.0003,76.6,2.76,"(73.84, 79.36)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,unpool,pool,1,0.0001,89.89,1.93,"(91.82, 87.96)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,unpool,pool,1,0.0003,12.44,0.42,"(12.02, 12.86)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,4,identity,identity,8,0.0001,46.53,34.15,"(12.38, 80.68)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,4,identity,identity,8,0.0003,47.53,33.85,"(81.38, 13.68)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,8,identity,identity,8,0.0001,43.95,29.91,"(14.04, 73.86)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,8,identity,identity,8,0.0003,12.8,0.24,"(13.04, 12.56)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,16,identity,identity,8,0.0001,48.57,35.87,"(84.44, 12.7)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,16,identity,identity,8,0.0003,45.21,32.03,"(77.24, 13.18)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,16,unpool,pool,1,0.0001,90.08,3.62,"(86.46, 93.7)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck2,16,unpool,pool,1,0.0003,52.66,40.18,"(92.84, 12.48)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,4,identity,identity,8,0.0001,44.17,31.27,"(75.44, 12.9)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,4,identity,identity,8,0.0003,24.57,11.21,"(35.78, 13.36)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,4,unpool,pool,1,0.0001,91.32,3.78,"(95.1, 87.54)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,4,unpool,pool,1,0.0003,84.17,11.41,"(95.58, 72.76)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,8,identity,identity,8,0.0001,44.87,32.63,"(77.5, 12.24)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,8,identity,identity,8,0.0003,67.4,14.1,"(81.5, 53.3)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,8,unpool,pool,1,0.0001,53.13,40.97,"(94.1, 12.16)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,8,unpool,pool,1,0.0003,75.93,16.19,"(59.74, 92.12)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,16,identity,identity,8,0.0001,12.66,0.12,"(12.78, 12.54)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,16,identity,identity,8,0.0003,83.16,5.36,"(88.52, 77.8)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,16,unpool,pool,1,0.0001,47.07,35.35,"(82.42, 11.72)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,16,unpool,pool,1,0.0003,47.58,35.4,"(82.98, 12.18)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,4,unpool,pool,1,0.0001,92.7,6.3,"(99.0, 86.4)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,4,unpool,pool,1,0.0003,12.16,0.88,"(13.04, 11.28)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,8,unpool,pool,1,0.0001,85.32,1.4,"(86.72, 83.92)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,8,unpool,pool,1,0.0003,48.62,35.24,"(83.86, 13.38)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0001,7.48,0.94,"(6.54, 8.42)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0003,8.64,0.02,"(8.66, 8.62)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.001,9.54,0.94,"(10.48, 8.6)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,8.45,0.03,"(8.42, 8.48)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,11.17,0.09,"(11.08, 11.26)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.001,7.73,0.37,"(8.1, 7.36)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,69.97,12.25,"(57.72, 82.22)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,31.84,19.32,"(12.52, 51.16)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.001,8.15,3.77,"(11.92, 4.38)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,4,0.0001,27.03,16.47,"(43.5, 10.56)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,4,0.0003,30.35,17.81,"(12.54, 48.16)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,identity,identity,8,0.0001,96.6,0.22,"(96.38, 96.82)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,identity,identity,8,0.0003,98.17,0.85,"(99.02, 97.32)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,83.29,14.59,"(97.88, 68.7)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,54.84,42.34,"(12.5, 97.18)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.001,12.89,0.49,"(13.38, 12.4)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0001,36.42,24.52,"(11.9, 60.94)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0003,39.69,26.51,"(66.2, 13.18)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,8,unpool,pool,1,0.0001,90.3,0.16,"(90.14, 90.46)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,8,unpool,pool,1,0.0003,99.04,0.1,"(98.94, 99.14)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,8,unpool,pool,1,0.001,6.24,6.18,"(12.42, 0.06)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,16,unpool,pool,2,0.0001,12.9,0.26,"(13.16, 12.64)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,16,unpool,pool,2,0.0003,13.24,0.08,"(13.16, 13.32)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,16,unpool,pool,4,0.0001,41.06,29.34,"(70.4, 11.72)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,16,unpool,pool,4,0.0003,67.69,4.09,"(63.6, 71.78)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,32,unpool,pool,2,0.0001,13.0,0.32,"(13.32, 12.68)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,32,unpool,pool,2,0.0003,13.2,0.1,"(13.3, 13.1)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,32,unpool,pool,4,0.0001,49.13,36.63,"(12.5, 85.76)",2
N8-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,32,unpool,pool,4,0.0003,53.32,11.5,"(64.82, 41.82)",2
N8-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,1,identity,pool,0,0.0001,0.02,0.0,"(0.02,)",1
N8-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,1,identity,pool,0,0.0003,0.04,0.0,"(0.04,)",1
N8-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,1,0.0001,6.0,0.0,"(6.0,)",1
N8-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,1,0.0003,0.06,0.0,"(0.06,)",1
N8-K2V2-V62_1M,rmmv5p5,llama,4,4,128,32.0,ck4,4,identity,pool,1,0.001,6.94,0.0,"(6.94,)",1
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,16.0,ck2,4,identity,identity,8,0.0001,95.9,0.0,"(95.9,)",1
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,16.0,ck2,4,identity,identity,8,0.0003,13.76,0.0,"(13.76,)",1
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,16.0,ck4,4,identity,identity,8,0.0001,98.38,0.64,"(97.74, 99.02)",2
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,16.0,ck4,4,identity,identity,8,0.0003,98.06,0.0,"(98.06,)",1
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,32.0,ck4,4,identity,identity,8,0.0001,99.15,0.13,"(99.28, 99.02)",2
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,32.0,ck4,4,identity,identity,8,0.0003,99.14,0.08,"(99.06, 99.22)",2
N8-K2V2-V62_1M,rmmv5p7,llama,4,1,128,32.0,ck4,4,identity,identity,8,0.001,99.14,0.1,"(99.24, 99.04)",2
N8-K2V2-V62_1M,rmmv5p7,llama,4,4,128,16.0,ck2,4,identity,identity,8,0.0003,2.42,0.0,"(2.42,)",1
N8-K2V2-V62_1M,rmmv5p7,llama,4,4,128,32.0,ck4,4,identity,identity,8,0.0001,92.65,2.65,"(95.3, 90.0)",2
