task_name,folder_tag,base_model,n_layer,n_head,n_embd,state_size,conv_type,num_memory_vectors,read_mode,write_config,pairs_per_segment,learning_rate,avg_em,std_em,all_ems,n_runs
N32-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,0.02,0.0,"(0.02, 0.02, 0.02)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,0.23,0.28,"(0.04, 0.02, 0.62)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,0.16,0.18,"(0.04, 0.42, 0.02)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.0003,55.1,38.94,"(16.16, 94.04)",2
N32-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,49.35,49.35,"(98.7, 0.0)",2
N32-K2V2-V62_1M,recurrent_baselines,mamba,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,1.2,1.61,"(0.06, 3.48, 0.06)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,0.02,0.0,"(0.02, 0.02, 0.02)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,16.0,ck2,-1,N/A,N/A,-1,0.001,51.71,35.88,"(87.06, 2.5, 65.56)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,16.0,ck4,-1,N/A,N/A,-1,0.001,89.96,2.06,"(90.32, 92.28, 87.28)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.0003,20.18,8.02,"(28.2, 12.16)",2
N32-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,97.9,0.1,"(97.8, 98.0)",2
N32-K2V2-V62_1M,recurrent_baselines,mamba2,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,70.88,12.08,"(87.44, 58.96, 66.24)",3
N32-K2V2-V62_1M,recurrent_baselines,mamba2,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,1.84,1.29,"(0.9, 3.66, 0.96)",3
N32-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,0.18,0.04,"(0.14, 0.22)",2
N32-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,0.05,0.01,"(0.06, 0.04)",2
N32-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,32,0.0001,0.58,0.06,"(0.64, 0.52)",2
N32-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,32,0.0003,0.33,0.05,"(0.28, 0.38)",2
N32-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,32,0.0001,0.32,0.0,"(0.32,)",1
N32-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,32,0.0003,0.36,0.0,"(0.36,)",1
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,1,0.0001,51.32,47.68,"(99.0, 3.64)",2
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,1,0.0003,0.03,0.01,"(0.04, 0.02)",2
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,2,0.0001,0.06,0.02,"(0.04, 0.08)",2
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,1,N/A,N/A,2,0.0003,0.03,0.01,"(0.02, 0.04)",2
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,1,0.0001,99.14,0.0,"(99.14,)",1
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,1,0.0003,0.04,0.0,"(0.04, 0.04)",2
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,2,0.0001,4.0,0.24,"(3.76, 4.24)",2
N32-K2V2-V62_1M,segment_baselines,llama,4,4,128,,N/A,8,N/A,N/A,2,0.0003,0.05,0.05,"(0.1, 0.0)",2
N4-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,25.53,1.06,"(24.68, 24.9, 27.02)",3
N4-K2V2-V62_1M,recurrent_baselines,gated_delta_net,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,45.61,29.07,"(25.1, 86.72, 25.0)",3
N4-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.0003,99.74,0.26,"(99.48, 100.0)",2
N4-K2V2-V62_1M,recurrent_baselines,mamba,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.97,0.01,"(99.98, 99.96)",2
N4-K2V2-V62_1M,recurrent_baselines,mamba,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,75.77,33.95,"(27.76, 99.8, 99.76)",3
N4-K2V2-V62_1M,recurrent_baselines,mamba,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,95.07,3.12,"(90.96, 98.52, 95.72)",3
N4-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.0003,96.42,3.46,"(99.88, 92.96)",2
N4-K2V2-V62_1M,recurrent_baselines,mamba2,4,1,128,32.0,ck4,-1,N/A,N/A,-1,0.001,99.92,0.02,"(99.94, 99.9)",2
N4-K2V2-V62_1M,recurrent_baselines,mamba2,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.0003,50.97,34.23,"(26.66, 26.86, 99.38)",3
N4-K2V2-V62_1M,recurrent_baselines,mamba2,4,4,128,16.0,noconv,-1,N/A,N/A,-1,0.001,50.77,34.01,"(26.64, 26.8, 98.86)",3
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn,4,0.0001,7.3,0.0,"(7.3,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn,4,0.0003,6.37,0.61,"(6.98, 5.76)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,1,identity,identity,4,0.0001,58.23,31.67,"(89.9, 26.56)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,1,identity,identity,4,0.0003,57.85,30.73,"(88.58, 27.12)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,1,unpool,pool,4,0.0001,7.24,0.06,"(7.3, 7.18)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,1,unpool,pool,4,0.0003,7.48,0.5,"(7.98, 6.98)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn,4,0.0001,89.92,0.0,"(89.92,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn,4,0.0003,26.3,0.0,"(26.3,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,4,identity,identity,4,0.0001,93.08,0.0,"(93.08,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,4,identity,identity,4,0.0003,95.96,0.0,"(95.96,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,4,unpool,pool,4,0.0001,92.2,0.0,"(92.2,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,16.0,ck4,4,unpool,pool,4,0.0003,7.32,0.0,"(7.32,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn,4,0.0001,7.78,0.0,"(7.78,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn,4,0.0003,12.62,0.0,"(12.62,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,identity,identity,4,0.0001,98.98,0.0,"(98.98,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,identity,identity,4,0.0003,99.04,0.0,"(99.04,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool,1,5e-05,17.76,0.0,"(17.76,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,53.84,0.0,"(53.84,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,0.0,0.0,"(0.0,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool,4,5e-05,20.26,0.0,"(20.26,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool,4,0.0001,15.09,7.93,"(23.02, 7.16)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool,4,0.0003,10.98,3.66,"(7.32, 14.64)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool-md256,1,5e-05,0.7,0.0,"(0.7,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool-md256,1,0.0001,17.62,0.0,"(17.62,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool-md256,1,0.0003,0.2,0.0,"(0.2,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool-md256,4,0.0001,43.79,23.93,"(19.86, 67.72)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,1,unpool,pool-md256,4,0.0003,44.3,21.98,"(22.32, 66.28)",2
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn,4,0.0001,90.46,0.0,"(90.46,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn,4,0.0003,10.32,0.0,"(10.32,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,identity,identity,4,0.0001,99.16,0.0,"(99.16,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,identity,identity,4,0.0003,99.06,0.0,"(99.06,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,unpool,pool,1,5e-05,14.56,0.0,"(14.56,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,26.0,0.0,"(26.0,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,36.64,0.0,"(36.64,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0001,92.78,0.0,"(92.78,)",1
N4-K2V2-V62_1M,rmmv5,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0003,58.3,34.78,"(23.52, 93.08)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0001,8.15,0.47,"(8.62, 7.68)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0003,15.18,7.12,"(8.06, 22.3)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0001,15.41,6.85,"(22.26, 8.56)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0003,7.75,0.51,"(8.26, 7.24)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0001,8.32,0.62,"(8.94, 7.7)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0003,7.68,0.28,"(7.4, 7.96)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0001,25.61,11.09,"(36.7, 14.52)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0003,11.09,2.65,"(13.74, 8.44)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0001,18.53,4.47,"(14.06, 23.0)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0003,33.36,18.74,"(14.62, 52.1)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0001,11.34,3.2,"(14.54, 8.14)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0003,17.36,4.58,"(12.78, 21.94)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0001,7.93,0.03,"(7.96, 7.9)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0003,28.8,4.96,"(33.76, 23.84)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0001,7.9,0.06,"(7.84, 7.96)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0003,42.43,20.67,"(63.1, 21.76)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0001,8.32,0.02,"(8.3, 8.34)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,16.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0003,7.66,0.2,"(7.86, 7.46)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0001,8.02,0.08,"(7.94, 8.1)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md128,-1,0.0003,8.28,0.0,"(8.28,)",1
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0001,7.84,0.02,"(7.82, 7.86)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md256,-1,0.0003,7.99,0.01,"(8.0, 7.98)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0001,8.13,0.01,"(8.12, 8.14)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,cross_attn,cross_attn-md512,-1,0.0003,8.07,0.33,"(7.74, 8.4)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,unpool,pool,1,5e-05,24.55,0.31,"(24.24, 24.86)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,86.13,12.93,"(99.06, 73.2)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,24.47,0.71,"(23.76, 25.18)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,2,unpool,pool,0,5e-05,81.51,7.89,"(73.62, 89.4)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,2,unpool,pool,0,0.0001,55.28,29.76,"(85.04, 25.52)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,2,unpool,pool,0,0.0003,40.47,32.55,"(7.92, 73.02)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,2,unpool,pool,1,5e-05,89.12,9.78,"(98.9, 79.34)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,98.74,0.32,"(98.42, 99.06)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,98.08,0.58,"(97.5, 98.66)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0001,16.45,8.05,"(8.4, 24.5)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md128,-1,0.0003,14.07,0.63,"(13.44, 14.7)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0001,78.7,12.46,"(66.24, 91.16)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md256,-1,0.0003,23.68,1.48,"(25.16, 22.2)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0001,48.36,39.7,"(8.66, 88.06)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,cross_attn,cross_attn-md512,-1,0.0003,14.67,0.63,"(14.04, 15.3)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,unpool,pool,1,5e-05,85.5,5.18,"(80.32, 90.68)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,93.83,2.85,"(96.68, 90.98)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,26.59,0.51,"(26.08, 27.1)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0001,87.86,5.34,"(82.52, 93.2)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md128,-1,0.0003,24.89,0.35,"(24.54, 25.24)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0001,22.7,2.44,"(20.26, 25.14)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md256,-1,0.0003,45.16,36.86,"(82.02, 8.3)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0001,44.57,30.85,"(13.72, 75.42)",2
N4-K2V2-V62_1M,rmmv5p1,llama,4,4,128,32.0,ck4,8,cross_attn,cross_attn-md512,-1,0.0003,19.2,5.88,"(25.08, 13.32)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0001,24.32,0.0,"(24.32,)",1
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0003,22.4,0.0,"(22.4,)",1
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,5e-05,25.57,0.49,"(25.08, 26.06)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,26.4,0.14,"(26.26, 26.54)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,26.15,0.49,"(25.66, 26.64)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,4,0.0001,25.61,0.19,"(25.8, 25.42)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,1,unpool,pool,4,0.0003,24.2,0.02,"(24.22, 24.18)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,2,unpool,pool,1,5e-05,98.5,0.54,"(97.96, 99.04)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,99.01,0.01,"(99.0, 99.02)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,99.1,0.0,"(99.1, 99.1)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,1,5e-05,99.07,0.03,"(99.1, 99.04)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,99.23,0.11,"(99.34, 99.12)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,56.79,42.31,"(14.48, 99.1)",2
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0001,91.82,0.0,"(91.82,)",1
N4-K2V2-V62_1M,rmmv5p2,llama,4,4,128,32.0,ck4,4,unpool,pool,4,0.0003,8.26,0.0,"(8.26,)",1
N4-K2V2-V62_1M,rmmv5p2-sw,llama,4,4,128,32.0,ck4,1,unpool,pool,1,5e-05,13.26,11.76,"(25.02, 1.5)",2
N4-K2V2-V62_1M,rmmv5p2-sw,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,26.13,0.19,"(26.32, 25.94)",2
N4-K2V2-V62_1M,rmmv5p2-sw,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,25.66,0.42,"(26.08, 25.24)",2
N4-K2V2-V62_1M,rmmv5p2-sw,llama,4,4,128,32.0,ck4,2,unpool,pool,1,5e-05,98.11,0.95,"(99.06, 97.16)",2
N4-K2V2-V62_1M,rmmv5p2-sw,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,92.55,0.75,"(91.8, 93.3)",2
N4-K2V2-V62_1M,rmmv5p2-sw,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,98.49,0.67,"(99.16, 97.82)",2
N4-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,99.83,0.11,"(99.72, 99.94)",2
N4-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,100.0,0.0,"(100.0, 100.0)",2
N4-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,99.59,0.35,"(99.72, 99.12, 99.94)",3
N4-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,99.94,0.1,"(100.0, 99.76, 100.0, 100.0)",4
N4-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,99.95,0.01,"(99.96, 99.94)",2
N4-K2V2-V62_1M,rmmv5p3,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,100.0,0.0,"(100.0, 100.0)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,identity,identity,4,0.0001,59.53,34.11,"(25.42, 93.64)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,identity,identity,4,0.0003,94.35,3.05,"(97.4, 91.3)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,unpool,pool,1,0.0001,99.15,0.13,"(99.02, 99.28)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck0,4,unpool,pool,1,0.0003,62.93,36.07,"(99.0, 26.86)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,4,unpool,pool,1,0.0001,98.65,0.41,"(98.24, 99.06)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,4,unpool,pool,1,0.0003,99.04,0.0,"(99.04, 99.04)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,8,unpool,pool,1,0.0001,63.17,36.07,"(27.1, 99.24)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,16.0,ck4,8,unpool,pool,1,0.0003,63.09,35.93,"(99.02, 27.16)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,4,unpool,pool,1,0.0001,99.09,0.05,"(99.04, 99.14)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,4,unpool,pool,1,0.0003,63.05,36.09,"(99.14, 26.96)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,8,unpool,pool,1,0.0001,99.07,0.07,"(99.14, 99.0)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck2,8,unpool,pool,1,0.0003,62.57,36.41,"(26.16, 98.98)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0001,25.31,0.53,"(25.84, 24.78)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.0003,25.71,0.41,"(25.3, 26.12)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,0,0.001,25.47,0.01,"(25.46, 25.48)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0001,26.29,0.33,"(25.96, 26.62)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.0003,26.53,0.11,"(26.64, 26.42)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,1,unpool,pool,1,0.001,26.14,0.06,"(26.08, 26.2)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0001,99.01,0.01,"(99.02, 99.0)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.0003,62.67,36.41,"(26.26, 99.08)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,1,0.001,62.83,36.29,"(99.12, 26.54)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,4,0.0001,88.92,0.54,"(88.38, 89.46)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,2,unpool,pool,4,0.0003,91.59,1.55,"(93.14, 90.04)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,identity,identity,4,0.0001,99.15,0.01,"(99.16, 99.14)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,identity,identity,4,0.0003,99.13,0.03,"(99.1, 99.16)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0001,99.14,0.08,"(99.22, 99.06)",2
N4-K2V2-V62_1M,rmmv5p4,llama,4,4,128,32.0,ck4,4,unpool,pool,1,0.0003,99.19,0.05,"(99.24, 99.14)",2
